"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Colfax","Colfax","Colfax County","31037","NE","Nebraska","41.5740","-97.0865","10641"
"Franklin","Franklin","Franklin County","48159","TX","Texas","33.1755","-95.2184","10632"
"Essex","Essex","Essex County","51057","VA","Virginia","37.9428","-76.9519","10623"
"Early","Early","Early County","13099","GA","Georgia","31.3228","-84.9036","10603"
"Winnebago","Winnebago","Winnebago County","19189","IA","Iowa","43.3776","-93.7342","10583"
"Mitchell","Mitchell","Mitchell County","19131","IA","Iowa","43.3564","-92.7890","10575"
"Bollinger","Bollinger","Bollinger County","29017","MO","Missouri","37.3222","-90.0259","10559"
"Red Willow","Red Willow","Red Willow County","31145","NE","Nebraska","40.1758","-100.4769","10557"
"Roosevelt","Roosevelt","Roosevelt County","30085","MT","Montana","48.2945","-105.0164","10526"
"Custer","Custer","Custer County","31041","NE","Nebraska","41.3943","-99.7262","10518"
"Crawford","Crawford","Crawford County","18025","IN","Indiana","38.2924","-86.4517","10499"
"Clay","Clay","Clay County","48077","TX","Texas","33.7855","-98.2085","10495"
"Ralls","Ralls","Ralls County","29173","MO","Missouri","39.5277","-91.5220","10428"
"Metcalfe","Metcalfe","Metcalfe County","21169","KY","Kentucky","36.9905","-85.6292","10425"
"Alcona","Alcona","Alcona County","26001","MI","Michigan","44.6854","-83.5938","10397"
"Walsh","Walsh","Walsh County","38099","ND","North Dakota","48.3695","-97.7213","10396"
"Gates","Gates","Gates County","37073","NC","North Carolina","36.4449","-76.7005","10376"
"Cumberland","Cumberland","Cumberland County","17035","IL","Illinois","39.2733","-88.2402","10334"
"Coosa","Coosa","Coosa County","01037","AL","Alabama","32.9362","-86.2477","10300"
"Johnston","Johnston","Johnston County","40069","OK","Oklahoma","34.3165","-96.6606","10278"
"Love","Love","Love County","40085","OK","Oklahoma","33.9499","-97.2441","10261"
"Lanier","Lanier","Lanier County","13173","GA","Georgia","31.0379","-83.0628","10221"
"Roberts","Roberts","Roberts County","46109","SD","South Dakota","45.6296","-96.9461","10221"
"Montgomery","Montgomery","Montgomery County","19137","IA","Iowa","41.0301","-95.1564","10214"
"Bradley","Bradley","Bradley County","05011","AR","Arkansas","33.4664","-92.1624","10208"
"Wilcox","Wilcox","Wilcox County","01131","AL","Alabama","31.9893","-87.3082","10172"
"Nemaha","Nemaha","Nemaha County","20131","KS","Kansas","39.7834","-96.0141","10160"
"Howard","Howard","Howard County","29089","MO","Missouri","39.1425","-92.6963","10147"
"Benewah","Benewah","Benewah County","16009","ID","Idaho","47.2176","-116.6587","10142"
"Pike","Pike","Pike County","05109","AR","Arkansas","34.1635","-93.6564","10115"
"Holt","Holt","Holt County","31089","NE","Nebraska","42.4557","-98.7838","10102"
"Perry","Perry","Perry County","05105","AR","Arkansas","34.9475","-92.9313","10101"
"Leslie","Leslie","Leslie County","21131","KY","Kentucky","37.0941","-83.3811","10079"
"Bullock","Bullock","Bullock County","01011","AL","Alabama","32.1005","-85.7157","10058"
"Emery","Emery","Emery County","49015","UT","Utah","38.9967","-110.7006","10046"
"Noxubee","Noxubee","Noxubee County","28103","MS","Mississippi","33.1102","-88.5698","10025"
"Sabine","Sabine","Sabine County","48403","TX","Texas","31.3432","-93.8518","10023"
"Marshall","Marshall","Marshall County","20117","KS","Kansas","39.7836","-96.5229","9993"
"Yuma","Yuma","Yuma County","08125","CO","Colorado","40.0029","-102.4243","9979"
"Webster","Webster","Webster County","28155","MS","Mississippi","33.6131","-89.2848","9972"
"Franklin","Franklin","Franklin County","19069","IA","Iowa","42.7325","-93.2625","9956"
"Pulaski","Pulaski","Pulaski County","13235","GA","Georgia","32.2323","-83.4760","9939"
"Jackson","Jackson","Jackson County","27063","MN","Minnesota","43.6742","-95.1541","9933"
"Keokuk","Keokuk","Keokuk County","19107","IA","Iowa","41.3365","-92.1786","9924"
"Lewis","Lewis","Lewis County","29111","MO","Missouri","40.0969","-91.7221","9924"
"Switzerland","Switzerland","Switzerland County","18155","IN","Indiana","38.8262","-85.0369","9909"
"Runnels","Runnels","Runnels County","48399","TX","Texas","31.8311","-99.9762","9874"
"Nome","Nome","Nome Census Area","02180","AK","Alaska","64.9111","-164.0274","9866"
"Wayne","Wayne","Wayne County","31179","NE","Nebraska","42.2093","-97.1193","9844"
"Lowndes","Lowndes","Lowndes County","01085","AL","Alabama","32.1547","-86.6501","9833"
"Martin","Martin","Martin County","18101","IN","Indiana","38.7080","-86.8031","9830"
"McLean","McLean","McLean County","38055","ND","North Dakota","47.6069","-101.3218","9823"
"Cumberland","Cumberland","Cumberland County","51049","VA","Virginia","37.5121","-78.2450","9818"
"Scott","Scott","Scott County","05127","AR","Arkansas","34.8607","-94.0633","9816"
"Calhoun","Calhoun","Calhoun County","19025","IA","Iowa","42.3852","-94.6404","9803"
"Grundy","Grundy","Grundy County","29079","MO","Missouri","40.1139","-93.5653","9787"
"Ochiltree","Ochiltree","Ochiltree County","48357","TX","Texas","36.2784","-100.8157","9786"
"Linn","Linn","Linn County","20107","KS","Kansas","38.2123","-94.8430","9767"
"Chicot","Chicot","Chicot County","05017","AR","Arkansas","33.2670","-91.2937","9765"
"McCormick","McCormick","McCormick County","45065","SC","South Carolina","33.8995","-82.3099","9760"
"Grand","Grand","Grand County","49019","UT","Utah","38.9820","-109.5698","9754"
"Swift","Swift","Swift County","27151","MN","Minnesota","45.2827","-95.6815","9748"
"Duval","Duval","Duval County","48131","TX","Texas","27.6814","-98.5089","9742"
"Stevens","Stevens","Stevens County","27149","MN","Minnesota","45.5861","-96.0003","9739"
"Marion","Marion","Marion County","48315","TX","Texas","32.7980","-94.3572","9737"
"Parmer","Parmer","Parmer County","48369","TX","Texas","34.5301","-102.7845","9731"
"Beaverhead","Beaverhead","Beaverhead County","30001","MT","Montana","45.1327","-112.8988","9713"
"Somervell","Somervell","Somervell County","48425","TX","Texas","32.2222","-97.7746","9691"
"Sac","Sac","Sac County","19161","IA","Iowa","42.3862","-95.1054","9689"
"Carroll","Carroll","Carroll County","28015","MS","Mississippi","33.4485","-89.9202","9686"
"Clarke","Clarke","Clarke County","19039","IA","Iowa","41.0290","-93.7852","9662"
"Rock","Rock","Rock County","27133","MN","Minnesota","43.6747","-96.2532","9621"
"Montgomery","Montgomery","Montgomery County","28097","MS","Mississippi","33.4941","-89.6164","9602"
"Deer Lodge","Deer Lodge","Deer Lodge County","30023","MT","Montana","46.0608","-113.0678","9597"
"Humboldt","Humboldt","Humboldt County","19091","IA","Iowa","42.7765","-94.2072","9591"
"St. Clair","St. Clair","St. Clair County","29185","MO","Missouri","38.0372","-93.7760","9587"
"Wilkes","Wilkes","Wilkes County","13317","GA","Georgia","33.7820","-82.7432","9549"
"Cheyenne","Cheyenne","Cheyenne County","31033","NE","Nebraska","41.2198","-102.9950","9533"
"Latimer","Latimer","Latimer County","40077","OK","Oklahoma","34.8760","-95.2504","9518"
"Montmorency","Montmorency","Montmorency County","26119","MI","Michigan","45.0276","-84.1272","9516"
"Madison","Madison","Madison Parish","22065","LA","Louisiana","32.3644","-91.2427","9513"
"Mountrail","Mountrail","Mountrail County","38061","ND","North Dakota","48.2013","-102.3557","9507"
"Brewster","Brewster","Brewster County","48043","TX","Texas","29.8119","-103.2517","9503"
"Caldwell","Caldwell","Caldwell Parish","22021","LA","Louisiana","32.0925","-92.1166","9500"
"Tunica","Tunica","Tunica County","28143","MS","Mississippi","34.6507","-90.3750","9475"
"West Carroll","West Carroll","West Carroll Parish","22123","LA","Louisiana","32.7885","-91.4568","9464"
"Hamilton","Hamilton","Hamilton County","31081","NE","Nebraska","40.8730","-98.0229","9464"
"Yellow Medicine","Yellow Medicine","Yellow Medicine County","27173","MN","Minnesota","44.7162","-95.8684","9451"
"Iron","Iron","Iron County","29093","MO","Missouri","37.5552","-90.7735","9446"
"Howard","Howard","Howard County","19089","IA","Iowa","43.3568","-92.3172","9445"
"Nowata","Nowata","Nowata County","40105","OK","Oklahoma","36.7985","-95.6174","9435"
"Zavala","Zavala","Zavala County","48507","TX","Texas","28.8662","-99.7605","9412"
"Greenlee","Greenlee","Greenlee County","04011","AZ","Arizona","33.2152","-109.2402","9409"
"Forest","Forest","Forest County","55041","WI","Wisconsin","45.6673","-88.7704","9369"
"Stephens","Stephens","Stephens County","48429","TX","Texas","32.7359","-98.8362","9351"
"Rice","Rice","Rice County","20159","KS","Kansas","38.3472","-98.2010","9350"
"Brown","Brown","Brown County","20013","KS","Kansas","39.8265","-95.5642","9343"
"Jones","Jones","Jones County","37103","NC","North Carolina","35.0217","-77.3552","9302"
"Irwin","Irwin","Irwin County","13155","GA","Georgia","31.6022","-83.2764","9285"
"Pipestone","Pipestone","Pipestone County","27117","MN","Minnesota","44.0230","-96.2586","9284"
"Charles Mix","Charles Mix","Charles Mix County","46023","SD","South Dakota","43.2079","-98.5879","9281"
"Emmet","Emmet","Emmet County","19063","IA","Iowa","43.3781","-94.6785","9262"
"Clear Creek","Clear Creek","Clear Creek County","08019","CO","Colorado","39.6891","-105.6444","9262"
"Todd","Todd","Todd County","46121","SD","South Dakota","43.1934","-100.7184","9244"
"Madison","Madison","Madison County","30057","MT","Montana","45.3007","-111.9203","9223"
"Clinton","Clinton","Clinton County","21053","KY","Kentucky","36.7274","-85.1362","9202"
"Johnson","Johnson","Johnson County","13167","GA","Georgia","32.7015","-82.6601","9190"
"Stillwater","Stillwater","Stillwater County","30095","MT","Montana","45.6690","-109.3952","9182"
"Jasper","Jasper","Jasper County","17079","IL","Illinois","39.0101","-88.1538","9180"
"Davis","Davis","Davis County","19051","IA","Iowa","40.7477","-92.4097","9157"
"Seminole","Seminole","Seminole County","13253","GA","Georgia","30.9388","-84.8688","9156"
"Pratt","Pratt","Pratt County","20151","KS","Kansas","37.6477","-98.7396","9127"
"McLean","McLean","McLean County","21149","KY","Kentucky","37.5292","-87.2636","9114"
"Richmond","Richmond","Richmond County","51159","VA","Virginia","37.9426","-76.7252","9095"
"Hancock","Hancock","Hancock County","21091","KY","Kentucky","37.8415","-86.7779","9034"
"Mitchell","Mitchell","Mitchell County","48335","TX","Texas","32.3062","-100.9211","9018"
"Clearwater","Clearwater","Clearwater County","16035","ID","Idaho","46.6736","-115.6567","9012"
"Phelps","Phelps","Phelps County","31137","NE","Nebraska","40.5111","-99.4145","9009"
"Crittenden","Crittenden","Crittenden County","21055","KY","Kentucky","37.3527","-88.0972","8979"
"Cuming","Cuming","Cuming County","31039","NE","Nebraska","41.9164","-96.7874","8975"
"Turner","Turner","Turner County","13287","GA","Georgia","31.7164","-83.6241","8939"
"Caldwell","Caldwell","Caldwell County","29025","MO","Missouri","39.6557","-93.9827","8927"
"Marshall","Marshall","Marshall County","27089","MN","Minnesota","48.3581","-96.3685","8909"
"Livingston","Livingston","Livingston County","21139","KY","Kentucky","37.2096","-88.3537","8903"
"Lyon","Lyon","Lyon County","21143","KY","Kentucky","37.0191","-88.0832","8900"
"Cloud","Cloud","Cloud County","20029","KS","Kansas","39.4803","-97.6492","8898"
"Custer","Custer","Custer County","46033","SD","South Dakota","43.6776","-103.4515","8892"
"Chattahoochee","Chattahoochee","Chattahoochee County","13053","GA","Georgia","32.3470","-84.7870","8887"
"Jack","Jack","Jack County","48237","TX","Texas","33.2335","-98.1725","8882"
"Turner","Turner","Turner County","46125","SD","South Dakota","43.3109","-97.1487","8882"
"Ozark","Ozark","Ozark County","29153","MO","Missouri","36.6493","-92.4447","8873"
"Archer","Archer","Archer County","48009","TX","Texas","33.6153","-98.6877","8867"
"Palo Alto","Palo Alto","Palo Alto County","19147","IA","Iowa","43.0821","-94.6781","8863"
"Terrell","Terrell","Terrell County","13273","GA","Georgia","31.7770","-84.4370","8850"
"Sublette","Sublette","Sublette County","56035","WY","Wyoming","42.7669","-109.9147","8838"
"Dawson","Dawson","Dawson County","30021","MT","Montana","47.2664","-104.8995","8827"
"Wilcox","Wilcox","Wilcox County","13315","GA","Georgia","31.9729","-83.4323","8798"
"Gallatin","Gallatin","Gallatin County","21077","KY","Kentucky","38.7569","-84.8593","8769"
"Alger","Alger","Alger County","26003","MI","Michigan","46.4086","-86.6040","8762"
"Wilkinson","Wilkinson","Wilkinson County","13319","GA","Georgia","32.8024","-83.1712","8747"
"White Pine","White Pine","White Pine County","32033","NV","Nevada","39.4421","-114.9017","8735"
"Benton","Benton","Benton County","18007","IN","Indiana","40.6063","-87.3109","8735"
"Monroe","Monroe","Monroe County","29137","MO","Missouri","39.4954","-92.0007","8734"
"Kemper","Kemper","Kemper County","28069","MS","Mississippi","32.7546","-88.6412","8729"
"Lucas","Lucas","Lucas County","19117","IA","Iowa","41.0294","-93.3277","8716"
"Jenkins","Jenkins","Jenkins County","13165","GA","Georgia","32.7924","-81.9635","8711"
"Perry","Perry","Perry County","47135","TN","Tennessee","35.6426","-87.8590","8697"
"Greene","Greene","Greene County","19073","IA","Iowa","42.0363","-94.3968","8688"
"Johnson","Johnson","Johnson County","56019","WY","Wyoming","44.0388","-106.5847","8686"
"Oregon","Oregon","Oregon County","29149","MO","Missouri","36.6867","-91.4033","8673"
"Hancock","Hancock","Hancock County","13141","GA","Georgia","33.2704","-83.0007","8650"
"Montgomery","Montgomery","Montgomery County","13209","GA","Georgia","32.1734","-82.5348","8640"
"Clearwater","Clearwater","Clearwater County","27029","MN","Minnesota","47.5777","-95.3790","8616"
"Platte","Platte","Platte County","56031","WY","Wyoming","42.1331","-104.9659","8612"
"Modoc","Modoc","Modoc County","06049","CA","California","41.5898","-120.7250","8600"
"Woods","Woods","Woods County","40151","OK","Oklahoma","36.7669","-98.8651","8596"
"Hickory","Hickory","Hickory County","29085","MO","Missouri","37.9408","-93.3207","8585"
"Catahoula","Catahoula","Catahoula Parish","22025","LA","Louisiana","31.6662","-91.8470","8583"
"Claiborne","Claiborne","Claiborne County","28021","MS","Mississippi","31.9737","-90.9118","8582"
"Blaine","Blaine","Blaine County","40011","OK","Oklahoma","35.8752","-98.4334","8570"
"Quay","Quay","Quay County","35037","NM","New Mexico","35.1043","-103.5498","8564"
"Monona","Monona","Monona County","19133","IA","Iowa","42.0516","-95.9599","8557"
"Montgomery","Montgomery","Montgomery County","05097","AR","Arkansas","34.5389","-93.6596","8553"
"Trimble","Trimble","Trimble County","21223","KY","Kentucky","38.6130","-85.3375","8550"
"Mathews","Mathews","Mathews County","51115","VA","Virginia","37.4353","-76.3438","8540"
"Wilson","Wilson","Wilson County","20205","KS","Kansas","37.5593","-95.7434","8505"
"Daviess","Daviess","Daviess County","29061","MO","Missouri","39.9608","-93.9855","8477"
"Warren","Warren","Warren County","18171","IN","Indiana","40.3469","-87.3533","8464"
"Maries","Maries","Maries County","29125","MO","Missouri","38.1616","-91.9249","8450"
"Bracken","Bracken","Bracken County","21023","KY","Kentucky","38.6888","-84.0901","8444"
"Oscoda","Oscoda","Oscoda County","26135","MI","Michigan","44.6818","-84.1298","8425"
"Butler","Butler","Butler County","31023","NE","Nebraska","41.2261","-97.1318","8424"
"Carroll","Carroll","Carroll County","29033","MO","Missouri","39.4270","-93.5052","8411"
"Hamilton","Hamilton","Hamilton County","48193","TX","Texas","31.7048","-98.1107","8406"
"Kiowa","Kiowa","Kiowa County","40075","OK","Oklahoma","34.9164","-98.9809","8383"
"Dimmit","Dimmit","Dimmit County","48127","TX","Texas","28.4226","-99.7566","8380"
"Sitka","Sitka","Sitka City and Borough","02220","AK","Alaska","57.2424","-135.3145","8368"
"Knox","Knox","Knox County","31107","NE","Nebraska","42.6368","-97.8919","8363"
"Lee","Lee","Lee County","05077","AR","Arkansas","34.7805","-90.7808","8359"
"Houston","Houston","Houston County","47083","TN","Tennessee","36.2860","-87.7171","8353"
"Mercer","Mercer","Mercer County","38057","ND","North Dakota","47.3092","-101.8315","8337"
"Atkinson","Atkinson","Atkinson County","13003","GA","Georgia","31.2971","-82.8800","8337"
"Cedar","Cedar","Cedar County","31027","NE","Nebraska","42.5993","-97.2524","8315"
"Coffey","Coffey","Coffey County","20031","KS","Kansas","38.2369","-95.7341","8308"
"Ritchie","Ritchie","Ritchie County","54085","WV","West Virginia","39.1783","-81.0630","8286"
"Boise","Boise","Boise County","16015","ID","Idaho","43.9892","-115.7303","8273"
"Lake","Lake","Lake County","41037","OR","Oregon","42.7935","-120.3874","8267"
"Franklin","Franklin","Franklin City","51620","VA","Virginia","36.6831","-76.9386","8250"
"Lemhi","Lemhi","Lemhi County","16059","ID","Idaho","44.9433","-113.9333","8249"
"Keith","Keith","Keith County","31101","NE","Nebraska","41.1988","-101.6615","8219"
"Baraga","Baraga","Baraga County","26013","MI","Michigan","46.6626","-88.3652","8191"
"Harrison","Harrison","Harrison County","29081","MO","Missouri","40.3547","-93.9920","8190"
"Kusilvak","Kusilvak","Kusilvak Census Area","02158","AK","Alaska","62.1547","-163.3812","8176"
"Kane","Kane","Kane County","49025","UT","Utah","37.2851","-111.8878","8170"
"Rosebud","Rosebud","Rosebud County","30087","MT","Montana","46.2297","-106.7307","8165"
"Wilkinson","Wilkinson","Wilkinson County","28157","MS","Mississippi","31.1611","-91.3109","8162"
"Lafayette","Lafayette","Lafayette County","12067","FL","Florida","29.9855","-83.1811","8161"
"Nevada","Nevada","Nevada County","05099","AR","Arkansas","33.6640","-93.3072","8159"
"Webster","Webster","Webster County","54101","WV","West Virginia","38.4947","-80.4219","8144"
"Dawes","Dawes","Dawes County","31045","NE","Nebraska","42.7197","-103.1354","8140"
"Power","Power","Power County","16077","ID","Idaho","42.6937","-112.8407","8133"
"Schoolcraft","Schoolcraft","Schoolcraft County","26153","MI","Michigan","46.1966","-86.1996","8128"
"Choctaw","Choctaw","Choctaw County","28019","MS","Mississippi","33.3473","-89.2484","8118"
"Murray","Murray","Murray County","27101","MN","Minnesota","44.0221","-95.7633","8097"
"Graham","Graham","Graham County","37075","NC","North Carolina","35.3502","-83.8335","8072"
"Tyler","Tyler","Tyler County","54095","WV","West Virginia","39.4653","-80.8848","8064"
"Prairie","Prairie","Prairie County","05117","AR","Arkansas","34.8298","-91.5528","8064"
"Clay","Clay","Clay County","20027","KS","Kansas","39.3497","-97.1652","8048"
"Perry","Perry","Perry County","01105","AL","Alabama","32.6385","-87.2944","8031"
"Traill","Traill","Traill County","38097","ND","North Dakota","47.4542","-97.1616","7970"
"San Miguel","San Miguel","San Miguel County","08113","CO","Colorado","38.0038","-108.4059","7968"
"Hamilton","Hamilton","Hamilton County","17065","IL","Illinois","38.0816","-88.5391","7916"
"Thomas","Thomas","Thomas County","20193","KS","Kansas","39.3509","-101.0556","7885"
"San Augustine","San Augustine","San Augustine County","48405","TX","Texas","31.3942","-94.1682","7874"
"Searcy","Searcy","Searcy County","05129","AR","Arkansas","35.9110","-92.6995","7859"
"Lincoln","Lincoln","Lincoln County","13181","GA","Georgia","33.7936","-82.4512","7854"
"Clay","Clay","Clay County","54015","WV","West Virginia","38.4625","-81.0751","7835"
"Anderson","Anderson","Anderson County","20003","KS","Kansas","38.2142","-95.2933","7834"
"Coleman","Coleman","Coleman County","48083","TX","Texas","31.7732","-99.4536","7833"
"Twiggs","Twiggs","Twiggs County","13289","GA","Georgia","32.6672","-83.4271","7803"
"Taylor","Taylor","Taylor County","13269","GA","Georgia","32.5555","-84.2505","7786"
"Pocahontas","Pocahontas","Pocahontas County","54075","WV","West Virginia","38.3318","-80.0078","7784"
"Decatur","Decatur","Decatur County","19053","IA","Iowa","40.7377","-93.7863","7759"
"Richardson","Richardson","Richardson County","31147","NE","Nebraska","40.1250","-95.7175","7751"
"Merrick","Merrick","Merrick County","31121","NE","Nebraska","41.1690","-98.0380","7724"
"Doddridge","Doddridge","Doddridge County","54017","WV","West Virginia","39.2692","-80.7070","7711"
"Nicholas","Nicholas","Nicholas County","21181","KY","Kentucky","38.3356","-84.0153","7708"
"Washakie","Washakie","Washakie County","56043","WY","Wyoming","43.9050","-107.6828","7703"
"Liberty","Liberty","Liberty County","12077","FL","Florida","30.2414","-84.8829","7687"
"Clay","Clay","Clay County","47027","TN","Tennessee","36.5511","-85.5439","7670"
"Broadwater","Broadwater","Broadwater County","30007","MT","Montana","46.3324","-111.4955","7668"
"Allendale","Allendale","Allendale County","45005","SC","South Carolina","32.9881","-81.3582","7661"
"Ballard","Ballard","Ballard County","21007","KY","Kentucky","37.0585","-88.9995","7654"
"Dade","Dade","Dade County","29057","MO","Missouri","37.4321","-93.8503","7641"
"Major","Major","Major County","40093","OK","Oklahoma","36.3116","-98.5359","7628"
"Franklin","Franklin","Franklin County","28037","MS","Mississippi","31.4772","-90.8979","7622"
"Benton","Benton","Benton County","28009","MS","Mississippi","34.8173","-89.1885","7589"
"Yoakum","Yoakum","Yoakum County","48501","TX","Texas","33.1730","-102.8278","7571"
"Grant","Grant","Grant County","46051","SD","South Dakota","45.1719","-96.7677","7563"
"Wallowa","Wallowa","Wallowa County","41063","OR","Oregon","45.5799","-117.1810","7553"
"Conejos","Conejos","Conejos County","08021","CO","Colorado","37.2007","-106.1916","7530"
"Lexington","Lexington","Lexington City","51678","VA","Virginia","37.7825","-79.4440","7525"
"Pleasants","Pleasants","Pleasants County","54073","WV","West Virginia","39.3709","-81.1606","7521"
"Valley","Valley","Valley County","30105","MT","Montana","48.3653","-106.6675","7519"
"McCulloch","McCulloch","McCulloch County","48307","TX","Texas","31.1989","-99.3475","7514"
"Monroe","Monroe","Monroe County","19135","IA","Iowa","41.0298","-92.8690","7513"
"Marion","Marion","Marion County","13197","GA","Georgia","32.3535","-84.5246","7509"
"Doniphan","Doniphan","Doniphan County","20043","KS","Kansas","39.7881","-95.1468","7503"
"Harney","Harney","Harney County","41025","OR","Oregon","43.0641","-118.9680","7499"
"Adair","Adair","Adair County","19001","IA","Iowa","41.3307","-94.4710","7460"
"Crook","Crook","Crook County","56011","WY","Wyoming","44.5885","-104.5699","7455"
"Winkler","Winkler","Winkler County","48495","TX","Texas","31.8501","-103.0483","7454"
"Cleveland","Cleveland","Cleveland County","05025","AR","Arkansas","33.8984","-92.1852","7453"
"Grand Isle","Grand Isle","Grand Isle County","50013","VT","Vermont","44.7981","-73.2948","7450"
"Red River","Red River","Red River Parish","22081","LA","Louisiana","32.0931","-93.3398","7443"
"Northwest Arctic","Northwest Arctic","Northwest Arctic Borough","02188","AK","Alaska","67.0598","-159.7062","7441"
"Pepin","Pepin","Pepin County","55091","WI","Wisconsin","44.5829","-92.0015","7431"
"Rappahannock","Rappahannock","Rappahannock County","51157","VA","Virginia","38.6848","-78.1592","7427"
"Greene","Greene","Greene County","01063","AL","Alabama","32.8531","-87.9522","7424"
"Hutchinson","Hutchinson","Hutchinson County","46067","SD","South Dakota","43.3349","-97.7544","7404"
"Humphreys","Humphreys","Humphreys County","28053","MS","Mississippi","33.1287","-90.5266","7395"
"Chariton","Chariton","Chariton County","29041","MO","Missouri","39.5151","-92.9626","7390"
"Ferry","Ferry","Ferry County","53019","WA","Washington","48.4703","-118.5166","7387"
"Lake","Lake","Lake County","08065","CO","Colorado","39.2025","-106.3448","7380"
"Worth","Worth","Worth County","19195","IA","Iowa","43.3774","-93.2609","7350"
"Castro","Castro","Castro County","48069","TX","Texas","34.5299","-102.2617","7344"
"Lee","Lee","Lee County","21129","KY","Kentucky","37.5948","-83.7162","7339"
"Wheeler","Wheeler","Wheeler County","13309","GA","Georgia","32.1170","-82.7246","7335"
"Pierce","Pierce","Pierce County","31139","NE","Nebraska","42.2644","-97.6013","7325"
"Elliott","Elliott","Elliott County","21063","KY","Kentucky","38.1179","-83.0976","7307"
"Dallam","Dallam","Dallam County","48111","TX","Texas","36.2779","-102.6022","7298"
"Gilmer","Gilmer","Gilmer County","54021","WV","West Virginia","38.9241","-80.8571","7288"
"Beaver","Beaver","Beaver County","49001","UT","Utah","38.3570","-113.2355","7273"
"Fall River","Fall River","Fall River County","46047","SD","South Dakota","43.2394","-103.5275","7258"
"Van Buren","Van Buren","Van Buren County","19177","IA","Iowa","40.7532","-91.9500","7241"
"Grant","Grant","Grant County","20067","KS","Kansas","37.5623","-101.3080","7229"
"Grant","Grant","Grant County","41023","OR","Oregon","44.4916","-119.0073","7209"
"Kingman","Kingman","Kingman County","20095","KS","Kansas","37.5589","-98.1363","7186"
"Shannon","Shannon","Shannon County","29203","MO","Missouri","37.1574","-91.4005","7177"
"Caribou","Caribou","Caribou County","16029","ID","Idaho","42.7705","-111.5623","7162"
"Jefferson","Jefferson","Jefferson County","31095","NE","Nebraska","40.1757","-97.1427","7161"
"Goliad","Goliad","Goliad County","48175","TX","Texas","28.6571","-97.4264","7141"
"Newton","Newton","Newton County","05101","AR","Arkansas","35.9200","-93.2179","7112"
"East Carroll","East Carroll","East Carroll Parish","22035","LA","Louisiana","32.7325","-91.2350","7072"
"Southeast Fairbanks","Southeast Fairbanks","Southeast Fairbanks Census Area","02240","AK","Alaska","63.8762","-143.2130","7068"
"Jefferson","Jefferson","Jefferson County","28063","MS","Mississippi","31.7342","-91.0373","7068"
"Powell","Powell","Powell County","30077","MT","Montana","46.8564","-112.9361","7053"
"Pocahontas","Pocahontas","Pocahontas County","19151","IA","Iowa","42.7342","-94.6787","7046"
"Nemaha","Nemaha","Nemaha County","31127","NE","Nebraska","40.3876","-95.8498","7046"
"Bon Homme","Bon Homme","Bon Homme County","46009","SD","South Dakota","42.9885","-97.8846","7044"
"Kit Carson","Kit Carson","Kit Carson County","08063","CO","Colorado","39.3055","-102.6030","7023"
"Wabaunsee","Wabaunsee","Wabaunsee County","20197","KS","Kansas","38.9533","-96.2050","7009"
"Union","Union","Union County","18161","IN","Indiana","39.6256","-84.9252","6985"
"Huerfano","Huerfano","Huerfano County","08055","CO","Colorado","37.6847","-104.9606","6972"
"Blaine","Blaine","Blaine County","30005","MT","Montana","48.4327","-108.9586","6949"
"Brooks","Brooks","Brooks County","48047","TX","Texas","27.0316","-98.2187","6943"
"Swisher","Swisher","Swisher County","48437","TX","Texas","34.5304","-101.7350","6937"
"Bailey","Bailey","Bailey County","48017","TX","Texas","34.0686","-102.8299","6913"
"Ida","Ida","Ida County","19093","IA","Iowa","42.3869","-95.5135","6911"
"Tillman","Tillman","Tillman County","40141","OK","Oklahoma","34.3728","-98.9242","6910"
"Chugach","Chugach","Chugach Census Area","02063","AK","Alaska","60.7233","-145.7583","6862"
"Hancock","Hancock","Hancock County","47067","TN","Tennessee","36.5236","-83.2219","6852"
"La Salle","La Salle","La Salle County","48283","TX","Texas","28.3452","-99.0996","6839"
"Weston","Weston","Weston County","56045","WY","Wyoming","43.8404","-104.5677","6826"
"Schuyler","Schuyler","Schuyler County","17169","IL","Illinois","40.1580","-90.6151","6787"
"Clinch","Clinch","Clinch County","13065","GA","Georgia","30.9150","-82.7063","6759"
"Childress","Childress","Childress County","48075","TX","Texas","34.5291","-100.2076","6743"
"Burt","Burt","Burt County","31021","NE","Nebraska","41.8515","-96.3286","6740"
"Pembina","Pembina","Pembina County","38067","ND","North Dakota","48.7675","-97.5518","6727"
"Galax","Galax","Galax City","51640","VA","Virginia","36.6660","-80.9176","6726"
"Forest","Forest","Forest County","42053","PA","Pennsylvania","41.5130","-79.2360","6715"
"Kearney","Kearney","Kearney County","31099","NE","Nebraska","40.5067","-98.9480","6713"
"Refugio","Refugio","Refugio County","48391","TX","Texas","28.3253","-97.1656","6707"
"King and Queen","King and Queen","King and Queen County","51097","VA","Virginia","37.7186","-76.8953","6695"
"Lac qui Parle","Lac qui Parle","Lac qui Parle County","27073","MN","Minnesota","44.9955","-96.1735","6682"
"Russell","Russell","Russell County","20167","KS","Kansas","38.9148","-98.7624","6679"
"Clark","Clark","Clark County","29045","MO","Missouri","40.4103","-91.7384","6675"
"Moore","Moore","Moore County","47127","TN","Tennessee","35.2846","-86.3587","6674"
"Tucker","Tucker","Tucker County","54093","WV","West Virginia","39.1136","-79.5650","6654"
